MeasureID,PlotID,Plot,Family,GenusSpecies,Genus,SpeciesName,SubSpeciesName,SpeciesID,Mnemonic,QuadratID,QuadratName,x,y,gx,gy,TreeID,Tag,StemID,StemTag,PrimaryStem,CensusID,PlotCensusNumber,DBH,HOM,ExactDate,ListOfTSM,Status
80260,1,bci,Rubiaceae,Pentagonia macrophylla,Pentagonia,macrophylla,NULL,750,pentma,1250,4924,36.6,36.8,998.3,498.4,113298,129265,1,NA,main,171,7,27,1.3,2010-09-24,NULL,alive
80261,1,bci,Rubiaceae,Faramea occidentalis,Faramea,occidentalis,NULL,379,faraoc,1250,4924,32.4,21.8,996.2,490.9,113300,129267,1,NA,main,171,7,46,1.3,2010-09-24,NULL,alive
80262,1,bci,Chrysobalanaceae,Hirtella triandra,Hirtella,triandra,NULL,487,hirttr,1250,4924,35.8,19.6,997.9,489.8,113304,129271,1,NA,main,171,7,205,1.3,2010-09-24,NULL,alive
80263,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1250,4924,32.4,18.4,996.2,489.2,113305,129272,11,NULL,main,171,7,41,1.3,2010-09-24,NULL,alive
80264,1,bci,Malvaceae,Quararibea asterolepis,Quararibea,asterolepis,NULL,871,quaras,1250,4924,32.8,13.8,996.4,486.9,113307,129274,1,NA,main,171,7,52,1.3,2010-09-24,NULL,alive
80265,1,bci,Myristicaceae,Virola sebifera,Virola,sebifera,NULL,1072,virose,1250,4924,32.4,10.2,996.2,485.1,113308,129275,1,NA,main,171,7,39,1.3,2010-09-24,NULL,alive
80266,1,bci,Clusiaceae,Chrysochlamys eclipes,Chrysochlamys,eclipes,NULL,198,chr1ec,1250,4924,38.2,11.4,999.1,485.7,113312,129279,2,NA,main,171,7,NA,NA,2010-09-24,"D,N",dead
80267,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1250,4924,38.4,10.2,999.2,485.1,113313,129280,1,NA,main,171,7,22,1.3,2010-09-24,NULL,alive
80268,1,bci,Moraceae,Sorocea affinis,Sorocea,affinis,NULL,958,soroaf,1250,4924,38.2,2,999.1,481,113319,129286,1,NA,main,171,7,48,1.3,2010-09-24,NULL,alive
80269,1,bci,Elaeocarpaceae,Sloanea terniflora,Sloanea,terniflora,NULL,1162,sloate,1250,4924,37.8,2.2,998.9,481.1,113320,129287,1,NA,main,171,7,170,1.3,2010-09-24,NULL,alive
192461,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1250,4924,4.6,5.4,982.3,482.7,268468,314569,1,NA,main,171,7,35,1.3,2010-09-24,NULL,alive
192462,1,bci,Rutaceae,Zanthoxylum acuminatum,Zanthoxylum,acuminatum,NULL,1099,zantpr,1250,4924,4.2,7.2,982.1,483.6,268469,314570,1,NA,main,171,7,36,1.3,2010-09-24,NULL,alive
192463,1,bci,Rubiaceae,Pentagonia macrophylla,Pentagonia,macrophylla,NULL,750,pentma,1250,4924,5,16.8,982.5,488.4,268470,314571,1,NA,main,171,7,NA,NA,2010-09-24,"D,N",dead
192464,1,bci,Chrysobalanaceae,Hirtella triandra,Hirtella,triandra,NULL,487,hirttr,1250,4924,7.8,27.4,983.9,493.7,268473,314574,1,NA,main,171,7,NA,NA,2010-09-24,"D,T",dead
192465,1,bci,Piperaceae,Piper aequale,Piper,aequale,NULL,765,pipeae,1250,4924,3.2,22.8,981.6,491.4,268477,314578,16,1,main,171,7,33,1.3,2010-09-24,NULL,alive
192466,1,bci,Piperaceae,Piper aequale,Piper,aequale,NULL,765,pipeae,1250,4924,3.2,22.8,981.6,491.4,268477,314578,17,2,secondary,171,7,33,1.3,2010-09-24,NULL,alive
192467,1,bci,Piperaceae,Piper aequale,Piper,aequale,NULL,765,pipeae,1250,4924,3.2,22.8,981.6,491.4,268477,314578,18,3,secondary,171,7,21,1.3,2010-09-24,NULL,alive
192468,1,bci,Piperaceae,Piper aequale,Piper,aequale,NULL,765,pipeae,1250,4924,3.2,22.8,981.6,491.4,268477,314578,19,4,secondary,171,7,19,1.3,2010-09-24,NULL,alive
192469,1,bci,Piperaceae,Piper aequale,Piper,aequale,NULL,765,pipeae,1250,4924,3.2,22.8,981.6,491.4,268477,314578,20,5,secondary,171,7,15,1.3,2010-09-24,NULL,alive
192470,1,bci,Piperaceae,Piper aequale,Piper,aequale,NULL,765,pipeae,1250,4924,3.2,22.8,981.6,491.4,268477,314578,21,6,secondary,171,7,15,1.3,2010-09-24,NULL,alive
192471,1,bci,Piperaceae,Piper aequale,Piper,aequale,NULL,765,pipeae,1250,4924,3.2,22.8,981.6,491.4,268477,314578,22,7,secondary,171,7,14,1.3,2010-09-24,NULL,alive
192472,1,bci,Burseraceae,Tetragastris panamensis,Tetragastris,panamensis,NULL,1007,tet2pa,1250,4924,6.4,23.4,983.2,491.7,268478,314579,1,NA,main,171,7,29,1.3,2010-09-24,NULL,alive
192473,1,bci,Rubiaceae,Faramea occidentalis,Faramea,occidentalis,NULL,379,faraoc,1250,4924,9.8,26.6,984.9,493.3,268479,314580,4,NULL,main,171,7,44,1.3,2010-09-24,NULL,alive
192474,1,bci,Fabaceae-papilionoideae,Dipteryx oleifera,Dipteryx,oleifera,NULL,1123,diptpa,1250,4924,5.4,37,982.7,498.5,268485,314586,1,NA,main,171,7,NA,NA,2010-09-24,"D,T",dead
192475,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1250,4924,14,30.2,987,495.1,268486,314587,1,NA,main,171,7,16,1.3,2010-09-24,NULL,alive
192476,1,bci,Rubiaceae,Psychotria horizontalis,Psychotria,horizontalis,NULL,850,psycho,1250,4924,13.4,26.4,986.7,493.2,268487,314588,4,NULL,main,171,7,15,1.3,2010-09-24,NULL,alive
192477,1,bci,Boraginaceae,Cordia alliodora,Cordia,alliodora,NULL,262,cordal,1250,4924,10.8,18.6,985.4,489.3,268491,314592,1,NA,main,171,7,32,1.3,2010-09-24,NULL,alive
192478,1,bci,Clusiaceae,Marila laxiflora,Marila,laxiflora,NULL,610,mar1la,1250,4924,3.8,22.4,981.9,491.2,268493,314594,2,NA,main,171,7,15,1.3,2010-09-24,NULL,alive
192479,1,bci,Lacistemataceae,Lacistema aggregatum,Lacistema,aggregatum,NULL,548,laciag,1250,4924,23.2,4.2,991.6,482.1,268494,314595,1,NA,main,171,7,27,1.3,2010-09-24,NULL,alive
192480,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1250,4924,26,9.8,993,484.9,268495,314596,4,1,main,171,7,17,1.3,2010-09-24,NULL,alive
192481,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1250,4924,26,9.8,993,484.9,268495,314596,5,2,secondary,171,7,16,1.3,2010-09-24,NULL,alive
192482,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1250,4924,27.6,16.4,993.8,488.2,268496,314597,2,NA,main,171,7,NA,NA,2010-09-24,"D,T",dead
192483,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1250,4924,29.6,14,994.8,487,268497,314598,1,NA,main,171,7,11,1.3,2010-09-24,NULL,alive
192484,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1250,4924,30.6,34,995.3,497,268499,314600,1,NA,main,171,7,NA,NA,2010-09-24,"D,T",dead
192485,1,bci,Chrysobalanaceae,Licania platypus,Licania,platypus,NULL,572,licapl,1250,4924,30.8,34.6,995.4,497.3,268500,314601,1,NA,main,171,7,NA,NA,2010-09-24,"D,N",dead
192486,1,bci,Fabaceae-papilionoideae,Swartzia simplex,Swartzia,simplex,var.ochnacea,980,swars2,1250,4924,32.2,32,996.1,496,268501,314602,1,NA,main,171,7,15,1.3,2010-09-24,NULL,alive
192487,1,bci,Moraceae,Maquira guianensis,Maquira,guianensis,NULL,1137,maquco,1250,4924,32.2,32,996.1,496,268502,314603,1,NA,main,171,7,18,1.3,2010-09-24,NULL,alive
192488,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1250,4924,36.4,34.6,998.2,497.3,268505,314606,1,NA,main,171,7,19,1.3,2010-09-24,NULL,alive
192489,1,bci,Meliaceae,Guarea guidonia,Guarea,guidonia,NULL,435,guargu,1250,4924,34.4,39.6,997.2,499.8,268507,314608,1,NA,main,171,7,19,1.3,2010-09-24,NULL,alive
192490,1,bci,Fabaceae-mimosoideae,Inga pezizifera,Inga,pezizifera,NULL,516,ingape,1250,4924,33.8,37.6,996.9,498.8,268508,314609,1,NA,main,171,7,40,1.3,2010-09-24,NULL,alive
192491,1,bci,Clusiaceae,Calophyllum longifolium,Calophyllum,longifolium,NULL,135,calolo,1250,4924,39.4,29.2,999.7,494.6,268509,314610,2,NA,main,171,7,NA,NA,2010-09-24,OR,alive
192492,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1250,4924,39.8,28.8,999.9,494.4,268510,314611,1,NA,main,171,7,15,1.3,2010-09-24,NULL,alive
192493,1,bci,Myrsinaceae,Stylogyne turbacensis,Stylogyne,turbacensis,NULL,1166,stylst,1250,4924,32.6,25.4,996.3,492.7,268511,314612,2,NULL,main,171,7,NA,NA,2010-09-24,R,alive
192494,1,bci,Burseraceae,Protium tenuifolium,Protium,tenuifolium,NULL,828,protte,1250,4924,31.2,19.6,995.6,489.8,268512,314613,1,NA,main,171,7,14,1.3,2010-09-24,NULL,alive
192495,1,bci,Fabaceae-mimosoideae,Inga pezizifera,Inga,pezizifera,NULL,516,ingape,1250,4924,39.6,18,999.8,489,268513,314614,2,NA,main,171,7,NA,NA,2010-09-24,"D,N",dead
192496,1,bci,Rubiaceae,Faramea occidentalis,Faramea,occidentalis,NULL,379,faraoc,1250,4924,38,18.8,999,489.4,268514,314615,1,NA,main,171,7,21,1.3,2010-09-24,NULL,alive
223766,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1250,4924,6.8,38.6,983.4,499.3,305732,449609,1,NA,main,171,7,NA,NA,2010-09-24,"D,T",dead
223767,1,bci,Burseraceae,Protium panamense,Protium,panamense,NULL,827,protpa,1250,4924,12,34,986,497,305733,449610,1,NA,main,171,7,25,1.3,2010-09-24,NULL,alive
223768,1,bci,Rubiaceae,Pentagonia macrophylla,Pentagonia,macrophylla,NULL,750,pentma,1250,4924,10.6,23.8,985.3,491.9,305734,449611,1,NA,main,171,7,18,1.3,2010-09-24,NULL,alive
223769,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1250,4924,10.6,21.8,985.3,490.9,305735,449612,1,NA,main,171,7,22,1.3,2010-09-24,NULL,alive
223770,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1250,4924,26.2,9.6,993.1,484.8,305738,449615,7,NULL,main,171,7,28,1.3,2010-09-24,NULL,alive
223771,1,bci,Moraceae,Brosimum alicastrum,Brosimum,alicastrum,NULL,108,brosal,1250,4924,26.8,15,993.4,487.5,305739,449616,1,NA,main,171,7,16,1.3,2010-09-24,NULL,alive
243078,1,bci,Fabaceae-papilionoideae,Ormosia coccinea,Ormosia,coccinea,NULL,1146,ormocr,1250,4924,5.4,8.2,982.7,484.1,325619,549321,2,NA,main,171,7,10,1.3,2010-09-24,NULL,alive
243079,1,bci,Moraceae,Trophis racemosa,Trophis,racemosa,NULL,1040,tropra,1250,4924,14.2,33.8,987.1,496.9,325620,549322,1,NA,main,171,7,26,1.3,2010-09-24,NULL,alive
243080,1,bci,Meliaceae,Guarea grandifolia,Guarea,grandifolia,NULL,434,guargr,1250,4924,19,11.8,989.5,485.9,325621,549323,1,NA,main,171,7,21,1.3,2010-09-24,NULL,alive
243081,1,bci,Burseraceae,Protium tenuifolium,Protium,tenuifolium,NULL,828,protte,1250,4924,35.8,37,997.9,498.5,325622,549324,1,NA,main,171,7,19,1.3,2010-09-24,NULL,alive
243082,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1250,4924,35.2,6,997.6,483,325623,549325,1,NA,main,171,7,22,1.3,2010-09-24,NULL,alive
262799,1,bci,Fabaceae-mimosoideae,Inga pezizifera,Inga,pezizifera,NULL,516,ingape,1250,4924,36.8,1.6,998.4,480.8,343695,646582,1,NA,main,171,7,20,1.3,2010-09-24,NULL,alive
263943,1,bci,Piperaceae,Piper aequale,Piper,aequale,NULL,765,pipeae,1250,4924,5.4,22.4,982.7,491.2,344725,649372,1,NA,main,171,7,15,1.3,2010-09-24,NULL,alive
263944,1,bci,Annonaceae,Desmopsis panamensis,Desmopsis,panamensis,NULL,316,des2pa,1250,4924,8.6,29.4,984.3,494.7,344726,649373,1,NA,main,171,7,20,1.3,2010-09-24,NULL,alive
263945,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1250,4924,9.2,38.4,984.6,499.2,344727,649374,1,NA,main,171,7,11,1.3,2010-09-24,NULL,alive
263946,1,bci,Clusiaceae,Calophyllum longifolium,Calophyllum,longifolium,NULL,135,calolo,1250,4924,15.4,24.4,987.7,492.2,344728,649375,1,NA,main,171,7,26,1.3,2010-09-24,NULL,alive
263947,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1250,4924,11.2,24.2,985.6,492.1,344729,649376,3,NULL,main,171,7,22,1.3,2010-09-24,NULL,alive
263948,1,bci,Annonaceae,Mosannona garwoodii,Mosannona,garwoodii,NULL,1139,malmsp,1250,4924,17,7.6,988.5,483.8,344730,649377,3,NULL,main,171,7,29,1.3,2010-09-24,NULL,alive
263949,1,bci,Meliaceae,Guarea bullata,Guarea,bullata,NULL,1127,guarsp,1250,4924,24.4,7.8,992.2,483.9,344731,649378,1,NA,main,171,7,14,1.3,2010-09-24,NULL,alive
263950,1,bci,Clusiaceae,Garcinia intermedia,Garcinia,intermedia,NULL,1125,gar2in,1250,4924,27.4,8,993.7,484,344732,649379,1,NA,main,171,7,20,1.3,2010-09-24,NULL,alive
263951,1,bci,Myrsinaceae,Ardisia standleyana,Ardisia,standleyana,NULL,1448,ardife,1250,4924,25.6,6.4,992.8,483.2,344733,649380,1,NA,main,171,7,13,1.3,2010-09-24,NULL,alive
263952,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1250,4924,24.6,11.2,992.3,485.6,344734,649381,2,NA,main,171,7,14,1.3,2010-09-24,NULL,alive
263953,1,bci,Rutaceae,Zanthoxylum acuminatum,Zanthoxylum,acuminatum,NULL,1099,zantpr,1250,4924,35.6,23.8,997.8,491.9,344735,649383,1,NA,main,171,7,17,1.3,2010-09-24,NULL,alive
289545,1,bci,Rubiaceae,Coussarea curvigemmia,Coussarea,curvigemmia,NULL,280,cou2cu,1250,4924,2.2,14,981.1,487,368119,749568,1,NA,main,171,7,13,1.3,2010-09-24,L,alive
289546,1,bci,Euphorbiaceae,Acalypha diversifolia,Acalypha,diversifolia,NULL,6,acaldi,1250,4924,10.8,21,985.4,490.5,368120,749569,2,NULL,main,171,7,NA,NA,2010-09-24,R,alive
289547,1,bci,Rubiaceae,Psychotria horizontalis,Psychotria,horizontalis,NULL,850,psycho,1250,4924,10.4,24.4,985.2,492.2,368121,749570,1,NA,main,171,7,14,1.3,2010-09-24,NULL,alive
289548,1,bci,Annonaceae,Desmopsis panamensis,Desmopsis,panamensis,NULL,316,des2pa,1250,4924,32.8,17.8,996.4,488.9,368122,749571,1,NA,main,171,7,13,1.3,2010-09-24,NULL,alive
318183,1,bci,Apocynaceae,Tabernaemontana arborea,Tabernaemontana,arborea,NULL,990,tab2ar,1250,4924,19.2,31.839999999999996,989.6,495.92,481558,849452,1,NULL,main,171,7,11,1.3,2010-09-24,NULL,alive
318184,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1250,4924,15.76,26.839999999999996,987.88,493.42,481559,849453,1,NULL,main,171,7,10,1.3,2010-09-24,NULL,alive
318185,1,bci,Melastomataceae,Conostegia cinnamomea,Conostegia,cinnamomea,NULL,255,conoci,1250,4924,14.52,23.08,987.26,491.54,481560,849454,1,NULL,main,171,7,11,1.3,2010-09-24,NULL,alive
318186,1,bci,Rubiaceae,Psychotria marginata,Psychotria,marginata,NULL,853,psycma,1250,4924,11.66,19.76,985.83,489.88,481561,849455,1,NULL,main,171,7,14,1.3,2010-09-24,NULL,alive
318187,1,bci,Chrysobalanaceae,Hirtella triandra,Hirtella,triandra,NULL,487,hirttr,1250,4924,11.84,8.08,985.92,484.04,481562,849456,1,NULL,main,171,7,15,1.3,2010-09-24,NULL,alive
318188,1,bci,Rubiaceae,Psychotria marginata,Psychotria,marginata,NULL,853,psycma,1250,4924,22.04,30.98,991.02,495.49,481563,849457,1,NULL,main,171,7,13,1.3,2010-09-24,NULL,alive
318189,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1250,4924,32.42,37.38,996.21,498.69,481564,849458,1,NULL,main,171,7,12,1.3,2010-09-24,NULL,alive
318190,1,bci,Fabaceae-papilionoideae,Swartzia simplex,Swartzia,simplex,var.ochnacea,980,swars2,1250,4924,34.78,33.06,997.39,496.53,481565,849459,1,NULL,main,171,7,12,1.3,2010-09-24,NULL,alive
318191,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1250,4924,30.4,21.72,995.2,490.86,481566,849460,1,NULL,main,171,7,11,1.3,2010-09-24,NULL,alive
318192,1,bci,Burseraceae,Protium panamense,Protium,panamense,NULL,827,protpa,1250,4924,38.08,22.56,999.04,491.28,481567,849461,1,NULL,main,171,7,11,1.3,2010-09-24,NULL,alive
318193,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1250,4924,35.76,6.480000000000001,997.88,483.24,481568,849462,1,NULL,main,171,7,11,1.3,2010-09-24,NULL,alive
