MeasureID,PlotID,Plot,Family,GenusSpecies,Genus,SpeciesName,SubSpeciesName,SpeciesID,Mnemonic,QuadratID,QuadratName,qx,qy,gx,gy,TreeID,Tag,StemID,StemTag,PrimaryStem,CensusID,PlotCensusNumber,DBH,HOM,ExactDate,ListOfTSM,Status
242757,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1245,4919,8.3,12.9,988.3,392.9,325567,549269,1,NA,main,6,6,10,1.3,2005-10-11,NULL,alive
242758,1,bci,Burseraceae,Protium panamense,Protium,panamense,NULL,827,protpa,1245,4919,5.5,7.3,985.5,387.3,325568,549270,1,NA,main,6,6,22,1.3,2005-10-11,NULL,alive
242759,1,bci,Burseraceae,Protium tenuifolium,Protium,tenuifolium,NULL,828,protte,1245,4919,9.2,5.4,989.2,385.4,325569,549271,2,NA,main,6,6,NA,NA,2005-10-11,R,alive
242760,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1245,4919,9.8,1.4,989.8,381.4,325570,549272,1,NA,main,6,6,15,1.3,2005-10-11,NULL,alive
242761,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1245,4919,11,2.6,991,382.6,325571,549273,1,NA,main,6,6,30,1.3,2005-10-11,NULL,alive
242762,1,bci,Fabaceae-mimosoideae,Inga marginata,Inga,marginata,NULL,511,ingama,1245,4919,11.3,4.5,991.3,384.5,325572,549274,2,NA,main,6,6,NA,NA,2005-10-11,R,alive
242763,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1245,4919,11.9,4.1,991.9,384.1,325573,549275,1,NA,main,6,6,18,1.3,2005-10-11,NULL,alive
242764,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1245,4919,11.9,9.2,991.9,389.2,325574,549276,1,NA,main,6,6,19,1.3,2005-10-11,NULL,alive
242765,1,bci,Rubiaceae,Alseis blackiana,Alseis,blackiana,NULL,33,alsebl,1245,4919,10.9,13,990.9,393,325575,549277,2,NA,main,6,6,NA,NA,2005-10-11,R,alive
242766,1,bci,Burseraceae,Tetragastris panamensis,Tetragastris,panamensis,NULL,1007,tet2pa,1245,4919,13,14.9,993,394.9,325576,549278,2,NA,main,6,6,NA,NA,2005-10-11,R,alive
242767,1,bci,Fabaceae-papilionoideae,Pterocarpus rohrii,Pterocarpus,rohrii,NULL,869,pterro,1245,4919,14,12.9,994,392.9,325577,549279,2,NA,main,6,6,NA,NA,2005-10-11,"D,N",dead
242768,1,bci,Burseraceae,Protium tenuifolium,Protium,tenuifolium,NULL,828,protte,1245,4919,18.7,9.1,998.7,389.1,325578,549280,1,NA,main,6,6,10,1.3,2005-10-11,NULL,alive
242769,1,bci,Ochnaceae,Ouratea lucens,Ouratea,lucens,NULL,729,ouralu,1246,4920,3.3,2.8,983.3,402.8,325579,549281,1,NA,main,6,6,12,1.3,2005-10-11,NULL,alive
242770,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1246,4920,1.2,11.3,981.2,411.3,325580,549282,1,NA,main,6,6,20,1.3,2005-10-11,NULL,alive
242771,1,bci,Rubiaceae,Alseis blackiana,Alseis,blackiana,NULL,33,alsebl,1246,4920,4,13.8,984,413.8,325581,549283,1,NA,main,6,6,13,1.3,2005-10-11,NULL,alive
242772,1,bci,Rubiaceae,Alseis blackiana,Alseis,blackiana,NULL,33,alsebl,1246,4920,0.6,16.6,980.6,416.6,325582,549284,2,NA,main,6,6,NA,NA,2005-10-11,R,alive
242773,1,bci,Rubiaceae,Alseis blackiana,Alseis,blackiana,NULL,33,alsebl,1246,4920,0.4,18.4,980.4,418.4,325583,549285,1,NA,main,6,6,23,1.3,2005-10-11,NULL,alive
242774,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1246,4920,8.6,14.7,988.6,414.7,325584,549286,1,NA,main,6,6,17,1.3,2005-10-11,NULL,alive
242775,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1246,4920,9.4,12.5,989.4,412.5,325585,549287,2,NA,main,6,6,NA,NA,2005-10-11,OR,alive
242776,1,bci,Burseraceae,Protium tenuifolium,Protium,tenuifolium,NULL,828,protte,1246,4920,7.7,8.4,987.7,408.4,325586,549288,2,NA,main,6,6,NA,NA,2005-10-11,OR,alive
242777,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1246,4920,8.2,6.5,988.2,406.5,325587,549289,1,NA,main,6,6,16,1.3,2005-10-11,NULL,alive
242778,1,bci,Burseraceae,Protium panamense,Protium,panamense,NULL,827,protpa,1246,4920,10.4,17.4,990.4,417.4,325588,549290,1,NA,main,6,6,14,1.3,2005-10-11,L,alive
242779,1,bci,Arecaceae,Socratea exorrhiza,Socratea,exorrhiza,NULL,1163,socrex,1247,4921,4.6,6.4,984.6,426.4,325589,549291,1,NA,main,6,6,76,1.3,2005-10-10,NULL,alive
242780,1,bci,Arecaceae,Socratea exorrhiza,Socratea,exorrhiza,NULL,1163,socrex,1247,4921,9.7,18.5,989.7,438.5,325590,549292,1,NA,main,6,6,NA,NA,2005-10-10,"D,C",dead
242781,1,bci,Sapindaceae,Talisia nervosa,Talisia,nervosa,NULL,998,taline,1247,4921,10.6,6.5,990.6,426.5,325591,549293,2,NA,main,6,6,NA,NA,2005-10-10,R,alive
242782,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1247,4921,13.5,5.8,993.5,425.8,325592,549294,2,NA,main,6,6,NA,NA,2005-10-10,R,alive
242783,1,bci,Arecaceae,Oenocarpus mapora,Oenocarpus,mapora,NULL,1145,oenoma,1247,4921,15.2,10.3,995.2,430.3,325594,549296,1,NA,main,6,6,93,1.3,2005-10-10,NULL,alive
242784,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1248,4922,4.3,14.8,984.3,454.8,325595,549297,1,NA,main,6,6,14,1.3,2005-10-11,NULL,alive
242785,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1248,4922,6.7,15.2,986.7,455.2,325597,549299,1,NA,main,6,6,30,1.3,2005-10-11,NULL,alive
242786,1,bci,Clusiaceae,Garcinia intermedia,Garcinia,intermedia,NULL,1125,gar2in,1248,4922,7.1,15.5,987.1,455.5,325598,549300,1,NA,main,6,6,17,1.3,2005-10-11,NULL,alive
242787,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1248,4922,7.8,16.2,987.8,456.2,325599,549301,1,NA,main,6,6,39,1.3,2005-10-11,NULL,alive
242788,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1248,4922,7,16.6,987,456.6,325600,549302,1,NA,main,6,6,17,1.3,2005-10-11,NULL,alive
242789,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1248,4922,6.7,17.2,986.7,457.2,325601,549303,1,NA,main,6,6,29,1.3,2005-10-11,NULL,alive
242790,1,bci,Annonaceae,Desmopsis panamensis,Desmopsis,panamensis,NULL,316,des2pa,1248,4922,5.7,10.3,985.7,450.3,325602,549304,1,NA,main,6,6,18,1.3,2005-10-11,NULL,alive
242791,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1248,4922,6,11.1,986,451.1,325603,549305,1,NA,main,6,6,12,1.3,2005-10-11,NULL,alive
242792,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1248,4922,7.1,10.8,987.1,450.8,325604,549306,1,NA,main,6,6,23,1.3,2005-10-11,NULL,alive
242793,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1248,4922,5.1,12.8,985.1,452.8,325605,549307,1,NA,main,6,6,16,1.3,2005-10-11,NULL,alive
242794,1,bci,Burseraceae,Protium costaricense,Protium,costaricense,NULL,825,protco,1248,4922,6,13.2,986,453.2,325606,549308,1,NA,main,6,6,22,1.3,2005-10-11,NULL,alive
242795,1,bci,Putranjivaceae,Drypetes standleyi,Drypetes,standleyi,NULL,326,drypst,1248,4922,5.6,13.6,985.6,453.6,325607,549309,1,NA,main,6,6,26,1.3,2005-10-11,NULL,alive
242796,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1248,4922,6.8,13.2,986.8,453.2,325608,549310,5,NULL,main,6,6,25,1.3,2005-10-11,NULL,alive
242797,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1248,4922,5.2,14.7,985.2,454.7,325609,549311,1,NA,main,6,6,21,1.3,2005-10-11,NULL,alive
242798,1,bci,Picramniaceae,Picramnia latifolia,Picramnia,latifolia,NULL,762,picrla,1248,4922,8.6,13.8,988.6,453.8,325610,549312,5,NULL,main,6,6,17,1.3,2005-10-11,M,alive
242799,1,bci,Picramniaceae,Picramnia latifolia,Picramnia,latifolia,NULL,762,picrla,1248,4922,8.6,13.8,988.6,453.8,325610,549312,6,NULL,secondary,6,6,11,1.3,2005-10-11,NULL,alive
242800,1,bci,Picramniaceae,Picramnia latifolia,Picramnia,latifolia,NULL,762,picrla,1248,4922,8.6,13.8,988.6,453.8,325610,549312,7,NULL,secondary,6,6,11,1.3,2005-10-11,NULL,alive
242801,1,bci,Myrtaceae,Eugenia oerstediana,Eugenia,oerstediana,NULL,362,eugeoe,1248,4922,8.5,11.6,988.5,451.6,325611,549313,1,NA,main,6,6,15,1.3,2005-10-11,NULL,alive
242802,1,bci,Annonaceae,Guatteria dumetorum,Guatteria,dumetorum,NULL,445,guatdu,1248,4922,9.5,7,989.5,447,325612,549314,1,NA,main,6,6,20,1.3,2005-10-11,NULL,alive
242803,1,bci,Annonaceae,Guatteria dumetorum,Guatteria,dumetorum,NULL,445,guatdu,1248,4922,11,7.3,991,447.3,325613,549315,1,NA,main,6,6,25,1.3,2005-10-11,NULL,alive
242804,1,bci,Annonaceae,Guatteria dumetorum,Guatteria,dumetorum,NULL,445,guatdu,1248,4922,12.3,12.2,992.3,452.2,325614,549316,2,NULL,main,6,6,22,1.3,2005-10-11,M,alive
242805,1,bci,Annonaceae,Guatteria dumetorum,Guatteria,dumetorum,NULL,445,guatdu,1248,4922,12.3,12.2,992.3,452.2,325614,549316,3,NULL,secondary,6,6,13,1.3,2005-10-11,NULL,alive
242806,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1248,4922,10.2,15.1,990.2,455.1,325615,549317,2,NA,main,6,6,NA,NA,2005-10-11,R,alive
242807,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1249,4923,2.9,18.4,982.9,478.4,325616,549318,1,NA,main,6,6,12,1.3,2005-10-11,L,alive
242808,1,bci,Lacistemataceae,Lacistema aggregatum,Lacistema,aggregatum,NULL,548,laciag,1249,4923,14.9,9.3,994.9,469.3,325617,549319,1,NA,main,6,6,NA,NA,2005-10-11,"D,N",dead
242809,1,bci,Capparaceae,Capparis frondosa,Capparis,frondosa,NULL,149,cappfr,1249,4923,17.6,12.5,997.6,472.5,325618,549320,1,NA,main,6,6,17,1.3,2005-10-11,L,alive
242810,1,bci,Fabaceae-papilionoideae,Ormosia coccinea,Ormosia,coccinea,NULL,1146,ormocr,1250,4924,2.7,4.1,982.7,484.1,325619,549321,2,NA,main,6,6,10,1.3,2005-10-11,R,alive
242811,1,bci,Moraceae,Trophis racemosa,Trophis,racemosa,NULL,1040,tropra,1250,4924,7.1,16.9,987.1,496.9,325620,549322,1,NA,main,6,6,27,1.3,2005-10-11,NULL,alive
242812,1,bci,Meliaceae,Guarea grandifolia,Guarea,grandifolia,NULL,434,guargr,1250,4924,9.5,5.9,989.5,485.9,325621,549323,1,NA,main,6,6,20,1.3,2005-10-11,NULL,alive
242813,1,bci,Burseraceae,Protium tenuifolium,Protium,tenuifolium,NULL,828,protte,1250,4924,17.9,18.5,997.9,498.5,325622,549324,1,NA,main,6,6,16,1.3,2005-10-11,NULL,alive
242814,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1250,4924,17.6,3,997.6,483,325623,549325,1,NA,main,6,6,19,1.3,2005-10-11,NULL,alive
250846,1,bci,Rubiaceae,Alseis blackiana,Alseis,blackiana,NULL,33,alsebl,1246,4920,4.7,7.5,984.7,407.5,333039,616459,1,NA,main,6,6,11,1.3,2005-10-11,NULL,alive
261785,1,bci,Simaroubaceae,Simarouba amara,Simarouba,amara,NULL,935,simaam,1249,4923,3.6,3.8,983.6,463.8,343122,645522,1,NA,main,6,6,30,1.3,2005-10-11,NULL,alive
261786,1,bci,Fabaceae-mimosoideae,Inga acuminata,Inga,acuminata,NULL,1129,ingas1,1249,4923,14.4,13.6,994.4,473.6,343123,645523,1,NA,main,6,6,12,1.3,2005-10-11,NULL,alive
261787,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1249,4923,17,14.4,997,474.4,343124,645524,1,NA,main,6,6,15,1.3,2005-10-11,NULL,alive
262368,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1243,4917,0.2,14.1,980.2,354.1,343664,646547,1,NA,main,6,6,11,1.3,2005-10-07,L,alive
262404,1,bci,Rubiaceae,Faramea occidentalis,Faramea,occidentalis,NULL,379,faraoc,1241,4915,15.2,3.2,995.2,303.2,343693,646580,1,NA,main,6,6,16,1.3,2005-10-07,NULL,alive
262405,1,bci,Rubiaceae,Faramea occidentalis,Faramea,occidentalis,NULL,379,faraoc,1241,4915,18.6,17.5,998.6,317.5,343694,646581,1,NA,main,6,6,16,1.3,2005-10-07,NULL,alive
262406,1,bci,Fabaceae-mimosoideae,Inga pezizifera,Inga,pezizifera,NULL,516,ingape,1250,4924,18.4,0.8,998.4,480.8,343695,646582,1,NA,main,6,6,16,1.3,2005-10-11,NULL,alive
262757,1,bci,Clusiaceae,Vismia baccifera,Vismia,baccifera,NULL,1076,vismba,1243,4917,2.2,13,982.2,353,344023,647332,2,NULL,main,6,6,15,1.3,2005-10-07,"L,M",alive
262758,1,bci,Clusiaceae,Vismia baccifera,Vismia,baccifera,NULL,1076,vismba,1243,4917,2.2,13,982.2,353,344023,647332,3,NULL,secondary,6,6,11,1.3,2005-10-07,NULL,alive
263379,1,bci,Rubiaceae,Faramea occidentalis,Faramea,occidentalis,NULL,379,faraoc,1241,4915,3.6,18.3,983.6,318.3,344600,649243,1,NA,main,6,6,12,1.3,2005-10-07,NULL,alive
263380,1,bci,Rubiaceae,Faramea occidentalis,Faramea,occidentalis,NULL,379,faraoc,1241,4915,12.2,0.9,992.2,300.9,344601,649244,1,NA,main,6,6,12,1.3,2005-10-07,NULL,alive
263381,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1241,4915,11,11.7,991,311.7,344602,649245,1,NA,main,6,6,11,1.3,2005-10-07,NULL,alive
263382,1,bci,Myrtaceae,Eugenia galalonensis,Eugenia,galalonensis,NULL,360,eugega,1241,4915,15.6,19,995.6,319,344603,649246,1,NA,main,6,6,12,1.3,2005-10-07,NULL,alive
263383,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1241,4915,18.4,8.2,998.4,308.2,344604,649247,1,NA,main,6,6,14,1.3,2005-10-07,L,alive
263384,1,bci,Rubiaceae,Faramea occidentalis,Faramea,occidentalis,NULL,379,faraoc,1241,4915,19.7,6.8,999.7,306.8,344605,649248,1,NA,main,6,6,17,1.3,2005-10-07,NULL,alive
263385,1,bci,Rubiaceae,Faramea occidentalis,Faramea,occidentalis,NULL,379,faraoc,1241,4915,18.3,0.9,998.3,300.9,344606,649249,1,NA,main,6,6,10,1.3,2005-10-07,NULL,alive
263386,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1242,4916,0.8,4,980.8,324,344607,649250,1,NA,main,6,6,15,1.3,2005-10-07,NULL,alive
263387,1,bci,Burseraceae,Tetragastris panamensis,Tetragastris,panamensis,NULL,1007,tet2pa,1242,4916,1.7,15.6,981.7,335.6,344608,649251,1,NA,main,6,6,18,1.3,2005-10-07,NULL,alive
263388,1,bci,Rubiaceae,Faramea occidentalis,Faramea,occidentalis,NULL,379,faraoc,1242,4916,6.4,13.5,986.4,333.5,344609,649252,2,NA,main,6,6,NA,NA,2005-10-07,R,alive
263389,1,bci,Sapindaceae,Talisia croatii,Talisia,croatii,NULL,1445,talipr,1242,4916,6.6,1.3,986.6,321.3,344610,649253,1,NA,main,6,6,12,1.3,2005-10-07,NULL,alive
263390,1,bci,Burseraceae,Protium tenuifolium,Protium,tenuifolium,NULL,828,protte,1242,4916,10.7,5.3,990.7,325.3,344611,649254,2,NULL,main,6,6,12,1.3,2005-10-07,M,alive
263391,1,bci,Burseraceae,Protium tenuifolium,Protium,tenuifolium,NULL,828,protte,1242,4916,10.7,5.3,990.7,325.3,344611,649254,3,NULL,secondary,6,6,10,1.3,2005-10-07,NULL,alive
263392,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1242,4916,10.2,18.7,990.2,338.7,344612,649255,1,NA,main,6,6,12,1.3,2005-10-07,NULL,alive
263393,1,bci,Rubiaceae,Faramea occidentalis,Faramea,occidentalis,NULL,379,faraoc,1242,4916,16.4,19.9,996.4,339.9,344613,649256,1,NA,main,6,6,15,1.3,2005-10-07,NULL,alive
263394,1,bci,Ochnaceae,Ouratea lucens,Ouratea,lucens,NULL,729,ouralu,1242,4916,18.2,5.6,998.2,325.6,344614,649257,1,NA,main,6,6,11,1.3,2005-10-07,NULL,alive
263395,1,bci,Fabaceae-papilionoideae,Swartzia simplex,Swartzia,simplex,var.ochnacea,980,swars2,1243,4917,1.2,6.1,981.2,346.1,344615,649258,1,NA,main,6,6,15,1.3,2005-10-07,NULL,alive
263396,1,bci,Clusiaceae,Vismia baccifera,Vismia,baccifera,NULL,1076,vismba,1243,4917,3.4,7.6,983.4,347.6,344616,649259,2,NULL,main,6,6,24,1.3,2005-10-07,"L,M",alive
263397,1,bci,Clusiaceae,Vismia baccifera,Vismia,baccifera,NULL,1076,vismba,1243,4917,3.4,7.6,983.4,347.6,344616,649259,3,NULL,secondary,6,6,23,1.3,2005-10-07,NULL,alive
263398,1,bci,Clusiaceae,Vismia baccifera,Vismia,baccifera,NULL,1076,vismba,1243,4917,3.4,7.6,983.4,347.6,344616,649259,4,NULL,secondary,6,6,20,1.3,2005-10-07,NULL,alive
263399,1,bci,Clusiaceae,Vismia baccifera,Vismia,baccifera,NULL,1076,vismba,1243,4917,3.4,7.6,983.4,347.6,344616,649259,5,NULL,secondary,6,6,15,1.3,2005-10-07,NULL,alive
263400,1,bci,Fabaceae-papilionoideae,Lonchocarpus heptaphyllus,Lonchocarpus,heptaphyllus,NULL,1134,loncla,1243,4917,0.9,10.3,980.9,350.3,344617,649260,1,NA,main,6,6,17,1.3,2005-10-07,NULL,alive
263401,1,bci,Euphorbiaceae,Croton billbergianus,Croton,billbergianus,NULL,289,crotbi,1243,4917,2.6,13.5,982.6,353.5,344618,649261,1,NA,main,6,6,NA,NA,2005-10-07,"D,C",dead
263402,1,bci,Annonaceae,Desmopsis panamensis,Desmopsis,panamensis,NULL,316,des2pa,1243,4917,4,15.4,984,355.4,344619,649262,1,NA,main,6,6,15,1.3,2005-10-07,NULL,alive
263403,1,bci,Euphorbiaceae,Acalypha diversifolia,Acalypha,diversifolia,NULL,6,acaldi,1243,4917,7.2,14.6,987.2,354.6,344620,649263,2,NULL,main,6,6,38,1.3,2005-10-07,M,alive
263404,1,bci,Euphorbiaceae,Acalypha diversifolia,Acalypha,diversifolia,NULL,6,acaldi,1243,4917,7.2,14.6,987.2,354.6,344620,649263,3,NULL,secondary,6,6,30,1.3,2005-10-07,NULL,alive
263405,1,bci,Euphorbiaceae,Acalypha diversifolia,Acalypha,diversifolia,NULL,6,acaldi,1243,4917,7.2,14.6,987.2,354.6,344620,649263,4,NULL,secondary,6,6,27,1.3,2005-10-07,NULL,alive
263406,1,bci,Euphorbiaceae,Acalypha diversifolia,Acalypha,diversifolia,NULL,6,acaldi,1243,4917,7.3,14.1,987.3,354.1,344621,649264,2,NULL,main,6,6,19,1.3,2005-10-07,"L,M",alive
263407,1,bci,Euphorbiaceae,Acalypha diversifolia,Acalypha,diversifolia,NULL,6,acaldi,1243,4917,7.3,14.1,987.3,354.1,344621,649264,3,NULL,secondary,6,6,15,1.3,2005-10-07,NULL,alive
263408,1,bci,Chrysobalanaceae,Hirtella triandra,Hirtella,triandra,NULL,487,hirttr,1243,4917,11.2,10.4,991.2,350.4,344622,649265,1,NA,main,6,6,18,1.3,2005-10-07,NULL,alive
263409,1,bci,Clusiaceae,Garcinia intermedia,Garcinia,intermedia,NULL,1125,gar2in,1243,4917,13.4,19.2,993.4,359.2,344623,649266,1,NA,main,6,6,NA,NA,2005-10-07,"D,C",dead
263410,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1244,4918,1.1,4.5,981.1,364.5,344624,649267,1,NA,main,6,6,11,1.3,2005-10-10,NULL,alive
263411,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1244,4918,4.4,4.9,984.4,364.9,344625,649268,1,NA,main,6,6,18,1.3,2005-10-10,L,alive
263412,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1244,4918,4.3,3.1,984.3,363.1,344626,649269,1,NA,main,6,6,13,1.3,2005-10-10,NULL,alive
263413,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1244,4918,2.3,7.2,982.3,367.2,344627,649270,1,NA,main,6,6,17,1.3,2005-10-10,NULL,alive
263414,1,bci,Fabaceae-mimosoideae,Inga umbellifera,Inga,umbellifera,NULL,530,ingaum,1244,4918,3.5,7.6,983.5,367.6,344628,649271,1,NA,main,6,6,20,1.3,2005-10-10,NULL,alive
263415,1,bci,Burseraceae,Tetragastris panamensis,Tetragastris,panamensis,NULL,1007,tet2pa,1244,4918,7.7,14.8,987.7,374.8,344629,649272,1,NA,main,6,6,10,1.3,2005-10-10,NULL,alive
263416,1,bci,Burseraceae,Protium panamense,Protium,panamense,NULL,827,protpa,1244,4918,5.4,6.1,985.4,366.1,344630,649273,1,NA,main,6,6,15,1.3,2005-10-10,NULL,alive
263417,1,bci,Violaceae,Rinorea sylvatica,Rinorea,sylvatica,NULL,895,rinosy,1244,4918,6,2.2,986,362.2,344631,649274,1,NA,main,6,6,13,1.3,2005-10-10,NULL,alive
263418,1,bci,Moraceae,Sorocea affinis,Sorocea,affinis,NULL,958,soroaf,1244,4918,11.4,6.2,991.4,366.2,344632,649275,1,NA,main,6,6,14,1.3,2005-10-10,NULL,alive
263419,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1244,4918,10.3,11.4,990.3,371.4,344633,649276,2,NULL,main,6,6,11,1.3,2005-10-10,M,alive
263420,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1244,4918,10.3,11.4,990.3,371.4,344633,649276,3,NULL,secondary,6,6,10,1.3,2005-10-10,NULL,alive
263421,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1244,4918,12.3,14.5,992.3,374.5,344634,649277,1,NA,main,6,6,10,1.3,2005-10-10,NULL,alive
263422,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1244,4918,12.5,13.7,992.5,373.7,344635,649278,3,NULL,main,6,6,21,1.3,2005-10-10,M,alive
263423,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1244,4918,12.5,13.7,992.5,373.7,344635,649278,4,NULL,secondary,6,6,12,1.3,2005-10-10,NULL,alive
263424,1,bci,Annonaceae,Desmopsis panamensis,Desmopsis,panamensis,NULL,316,des2pa,1244,4918,12.7,14,992.7,374,344636,649279,1,NA,main,6,6,14,1.3,2005-10-10,NULL,alive
263425,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1244,4918,13.8,13.3,993.8,373.3,344637,649280,2,NULL,main,6,6,15,1.3,2005-10-10,M,alive
263426,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1244,4918,13.8,13.3,993.8,373.3,344637,649280,3,NULL,secondary,6,6,11,1.3,2005-10-10,NULL,alive
263427,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1244,4918,14.8,13.9,994.8,373.9,344638,649281,1,NA,main,6,6,14,1.3,2005-10-10,NULL,alive
263428,1,bci,Annonaceae,Desmopsis panamensis,Desmopsis,panamensis,NULL,316,des2pa,1244,4918,14.8,12.6,994.8,372.6,344639,649282,1,NA,main,6,6,10,1.3,2005-10-10,L,alive
263429,1,bci,Myrtaceae,Eugenia galalonensis,Eugenia,galalonensis,NULL,360,eugega,1244,4918,12,16.7,992,376.7,344640,649283,1,NA,main,6,6,11,1.3,2005-10-10,NULL,alive
263430,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1244,4918,11.6,19.8,991.6,379.8,344641,649284,1,NA,main,6,6,12,1.3,2005-10-10,NULL,alive
263431,1,bci,Meliaceae,Guarea guidonia,Guarea,guidonia,NULL,435,guargu,1244,4918,18.7,19.6,998.7,379.6,344642,649286,1,NA,main,6,6,10,1.3,2005-10-10,NULL,alive
263432,1,bci,Rubiaceae,Alseis blackiana,Alseis,blackiana,NULL,33,alsebl,1244,4918,18.3,6.8,998.3,366.8,344643,649287,1,NA,main,6,6,10,1.3,2005-10-10,NULL,alive
263433,1,bci,Rubiaceae,Faramea occidentalis,Faramea,occidentalis,NULL,379,faraoc,1244,4918,18.7,3.4,998.7,363.4,344644,649288,1,NA,main,6,6,11,1.3,2005-10-10,NULL,alive
263434,1,bci,Myrtaceae,Eugenia coloradoensis,Eugenia,coloradoensis,NULL,358,eugeco,1245,4919,0.3,6.3,980.3,386.3,344645,649289,1,NA,main,6,6,14,1.3,2005-10-11,NULL,alive
263435,1,bci,Sapindaceae,Talisia croatii,Talisia,croatii,NULL,1445,talipr,1245,4919,0.7,8.6,980.7,388.6,344646,649290,1,NA,main,6,6,21,1.3,2005-10-11,NULL,alive
263436,1,bci,Rubiaceae,Alseis blackiana,Alseis,blackiana,NULL,33,alsebl,1245,4919,2.1,9.7,982.1,389.7,344647,649291,1,NA,main,6,6,10,1.3,2005-10-11,NULL,alive
263437,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1245,4919,2.7,10.2,982.7,390.2,344648,649292,1,NA,main,6,6,13,1.3,2005-10-11,NULL,alive
263438,1,bci,Malvaceae,Quararibea asterolepis,Quararibea,asterolepis,NULL,871,quaras,1245,4919,3.9,13.7,983.9,393.7,344649,649293,1,NA,main,6,6,15,1.3,2005-10-11,NULL,alive
263439,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1245,4919,4.5,13.9,984.5,393.9,344650,649294,1,NA,main,6,6,15,1.3,2005-10-11,L,alive
