MeasureID,PlotID,Plot,Family,GenusSpecies,Genus,SpeciesName,SubSpeciesName,SpeciesID,Mnemonic,QuadratID,QuadratName,qx,qy,gx,gy,TreeID,Tag,StemID,StemTag,PrimaryStem,CensusID,PlotCensusNumber,DBH,HOM,ExactDate,ListOfTSM,Status
2,1,bci,Lecythidaceae,Gustavia superba,Gustavia,superba,NULL,460,gustsu,1250,4924,14.1,8.3,994.1,488.3,19,000002,1,NA,main,6,6,304,3,2005-10-14,"B,cylY",alive
3,1,bci,Myristicaceae,Virola surinamensis,Virola,surinamensis,NULL,1075,virosu,1250,4924,10.5,8.9,990.5,488.9,21,000004,1,NA,main,6,6,357,1.3,2005-10-11,NULL,alive
4,1,bci,Malvaceae,Quararibea asterolepis,Quararibea,asterolepis,NULL,871,quaras,1250,4924,13.5,18.3,993.5,498.3,23,000006,7,NULL,main,6,6,313,3,2005-10-14,"B,cylY",alive
5,1,bci,Burseraceae,Protium tenuifolium,Protium,tenuifolium,NULL,828,protte,1249,4923,12.7,9.3,992.7,469.3,24,000007,1,NA,main,6,6,456,1.3,2005-10-11,NULL,alive
6,1,bci,Moraceae,Brosimum alicastrum,Brosimum,alicastrum,NULL,108,brosal,1249,4923,1.9,13.5,981.9,473.5,25,000008,1,NA,main,6,6,1290,5.2,2005-10-14,"B,cylN",alive
7,1,bci,Burseraceae,Protium tenuifolium,Protium,tenuifolium,NULL,828,protte,1248,4922,3.7,16.5,983.7,456.5,29,000012,6,NULL,main,6,6,NA,NA,2005-10-11,"D,T",dead
8,1,bci,Malvaceae,Quararibea asterolepis,Quararibea,asterolepis,NULL,871,quaras,1248,4922,3,12.6,983,452.6,30,000013,2,NULL,main,6,6,492,3.2,2005-10-14,"M,B,cylN",alive
9,1,bci,Malvaceae,Quararibea asterolepis,Quararibea,asterolepis,NULL,871,quaras,1248,4922,3,12.6,983,452.6,30,000013,3,NULL,secondary,6,6,33,1.3,2005-10-14,NULL,alive
10,1,bci,Lauraceae,Ocotea whitei,Ocotea,whitei,NULL,1144,ocotwh,1248,4922,15.5,7.4,995.5,447.4,32,000015,2,NULL,main,6,6,NA,NA,2005-10-11,"D,S",dead
11,1,bci,Annonaceae,Guatteria dumetorum,Guatteria,dumetorum,NULL,445,guatdu,1248,4922,5.9,2.5,985.9,442.5,33,000016,1,NA,main,6,6,424,3.4,2005-10-14,"B,cylY",alive
12,1,bci,Anacardiaceae,Anacardium excelsum,Anacardium,excelsum,NULL,42,anacex,1247,4921,11.5,10.3,991.5,430.3,34,000017,1,NA,main,6,6,1656,3.4,2005-10-14,"B,cylY",alive
13,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1247,4921,11.6,11.8,991.6,431.8,35,000018,1,NA,main,6,6,368,1.3,2005-10-10,NULL,alive
14,1,bci,Moraceae,Poulsenia armata,Poulsenia,armata,NULL,802,poular,1247,4921,18.5,14,998.5,434,36,000019,6,NULL,main,6,6,528,1.9,2005-10-14,"B,cylN",alive
15,1,bci,Moraceae,Poulsenia armata,Poulsenia,armata,NULL,802,poular,1247,4921,18.5,14,998.5,434,36,000019,6,NULL,main,6,6,338,3.2,2005-10-14,"B,cylY",alive
16,1,bci,Lauraceae,Beilschmiedia pendula,Beilschmiedia,pendula,NULL,99,beilpe,1247,4921,18.9,10.5,998.9,430.5,37,000020,1,NA,main,6,6,578,3.2,2005-10-14,"B,cylN",alive
17,1,bci,Lauraceae,Beilschmiedia pendula,Beilschmiedia,pendula,NULL,99,beilpe,1247,4921,0.1,13.5,980.1,433.5,38,000021,1,NA,main,6,6,450,3.12,2005-10-14,"B,cylY",alive
18,1,bci,Anacardiaceae,Anacardium excelsum,Anacardium,excelsum,NULL,42,anacex,1247,4921,9.1,1.3,989.1,421.3,39,000022,1,NA,main,6,6,1762,1.9,2005-10-14,"B,cylY",alive
19,1,bci,Meliaceae,Guarea bullata,Guarea,bullata,NULL,1127,guarsp,1247,4921,15,18,995,438,40,000023,1,NA,main,6,6,210,1.3,2005-10-10,NULL,alive
20,1,bci,Meliaceae,Guarea guidonia,Guarea,guidonia,NULL,435,guargu,1247,4921,11.4,0.2,991.4,420.2,41,000024,4,NULL,main,6,6,303,1.3,2005-10-10,NULL,alive
21,1,bci,Lauraceae,Beilschmiedia pendula,Beilschmiedia,pendula,NULL,99,beilpe,1247,4921,6.5,5.8,986.5,425.8,42,000025,1,NA,main,6,6,339,1.3,2005-10-10,NULL,alive
22,1,bci,Malvaceae,Quararibea asterolepis,Quararibea,asterolepis,NULL,871,quaras,1246,4920,9.2,9.2,989.2,409.2,44,000027,1,NA,main,6,6,522,3.2,2005-10-14,"B,cylN",alive
23,1,bci,Malvaceae,Quararibea asterolepis,Quararibea,asterolepis,NULL,871,quaras,1246,4920,9.2,9.2,989.2,409.2,44,000027,1,NA,main,6,6,502,4.55,2005-10-14,"B,cylN",alive
24,1,bci,Combretaceae,Terminalia oblonga,Terminalia,oblonga,NULL,1167,termob,1245,4919,13.8,13.8,993.8,393.8,45,000028,1,NA,main,6,6,498,3,2005-10-14,"B,cylY",alive
25,1,bci,Malvaceae,Guazuma ulmifolia,Guazuma,ulmifolia,NULL,450,guazul,1245,4919,11.8,14.6,991.8,394.6,46,000029,12,NULL,main,6,6,549,4.25,2005-10-14,"M,B,cylN",alive
26,1,bci,Malvaceae,Guazuma ulmifolia,Guazuma,ulmifolia,NULL,450,guazul,1245,4919,11.8,14.6,991.8,394.6,46,000029,13,NULL,secondary,6,6,27,1.3,2005-10-14,NULL,alive
27,1,bci,Malvaceae,Guazuma ulmifolia,Guazuma,ulmifolia,NULL,450,guazul,1245,4919,11.8,14.6,991.8,394.6,46,000029,14,NULL,secondary,6,6,21,1.3,2005-10-14,NULL,alive
28,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1245,4919,7.9,11.5,987.9,391.5,47,000030,1,NA,main,6,6,300,1.3,2005-10-11,NULL,alive
29,1,bci,Elaeocarpaceae,Sloanea terniflora,Sloanea,terniflora,NULL,1162,sloate,1244,4918,16.8,14.5,996.8,374.5,51,000034,1,NA,main,6,6,284,1.3,2005-10-10,NULL,alive
30,1,bci,Euphorbiaceae,Alchornea costaricensis,Alchornea,costaricensis,NULL,22,alchco,1244,4918,16,10.7,996,370.7,52,000035,1,NA,main,6,6,273,1.3,2005-10-10,NULL,alive
31,1,bci,Malvaceae,Quararibea asterolepis,Quararibea,asterolepis,NULL,871,quaras,1244,4918,18.7,8,998.7,368,53,000036,1,NA,main,6,6,434,3.5,2005-10-14,"B,cylY",alive
32,1,bci,Burseraceae,Protium tenuifolium,Protium,tenuifolium,NULL,828,protte,1244,4918,19,5.2,999,365.2,54,000037,1,NA,main,6,6,299,1.3,2005-10-10,NULL,alive
33,1,bci,Combretaceae,Terminalia oblonga,Terminalia,oblonga,NULL,1167,termob,1244,4918,4,2.8,984,362.8,55,000038,1,NA,main,6,6,574,3.2,2005-10-14,"B,cylY",alive
34,1,bci,Myristicaceae,Virola surinamensis,Virola,surinamensis,NULL,1075,virosu,1243,4917,17,19,997,359,56,000039,1,NA,main,6,6,471,1.3,2005-10-07,NULL,alive
35,1,bci,Lecythidaceae,Gustavia superba,Gustavia,superba,NULL,460,gustsu,1243,4917,18.2,4.7,998.2,344.7,58,000043,1,NA,main,6,6,304,1.3,2005-10-07,NULL,alive
36,1,bci,Combretaceae,Terminalia oblonga,Terminalia,oblonga,NULL,1167,termob,1243,4917,0.7,17.3,980.7,357.3,60,000045,2,NULL,main,6,6,394,1.3,2005-10-14,"B,cylN",alive
37,1,bci,Combretaceae,Terminalia oblonga,Terminalia,oblonga,NULL,1167,termob,1243,4917,0.7,17.3,980.7,357.3,60,000045,2,NULL,main,6,6,335,1.9,2005-10-14,"M,B,cylY",alive
38,1,bci,Combretaceae,Terminalia oblonga,Terminalia,oblonga,NULL,1167,termob,1243,4917,0.7,17.3,980.7,357.3,60,000045,3,NULL,secondary,6,6,14,1.3,2005-10-14,NULL,alive
39,1,bci,Lecythidaceae,Gustavia superba,Gustavia,superba,NULL,460,gustsu,1243,4917,0.1,1.1,980.1,341.1,61,000046,1,NA,main,6,6,318,1.3,2005-10-07,NULL,alive
40,1,bci,Rubiaceae,Alseis blackiana,Alseis,blackiana,NULL,33,alsebl,1243,4917,4.3,1.6,984.3,341.6,62,000047,1,NA,main,6,6,443,3.2,2005-10-14,"B,cylY",alive
41,1,bci,Burseraceae,Protium tenuifolium,Protium,tenuifolium,NULL,828,protte,1242,4916,10.3,11.6,990.3,331.6,63,000048,1,NA,main,6,6,337,3.5,2005-10-14,"Q,B,cylY",alive
42,1,bci,Rubiaceae,Alseis blackiana,Alseis,blackiana,NULL,33,alsebl,1242,4916,5.3,8.9,985.3,328.9,64,000049,1,NA,main,6,6,235,1.3,2005-10-07,NULL,alive
43,1,bci,Moraceae,Brosimum alicastrum,Brosimum,alicastrum,NULL,108,brosal,1242,4916,4.2,9.3,984.2,329.3,65,000050,1,NA,main,6,6,810,4.1,2005-10-17,"B,cylN",alive
44,1,bci,Malvaceae,Luehea seemannii,Luehea,seemannii,NULL,582,luehse,1242,4916,0.4,8,980.4,328,66,000051,1,NA,main,6,6,869,3.2,2005-10-14,"B,cylN",alive
45,1,bci,Chrysobalanaceae,Hirtella triandra,Hirtella,triandra,NULL,487,hirttr,1242,4916,13.6,17.9,993.6,337.9,67,000052,1,NA,main,6,6,282,1.3,2005-10-07,NULL,alive
46,1,bci,Chrysobalanaceae,Hirtella triandra,Hirtella,triandra,NULL,487,hirttr,1242,4916,16.5,12.4,996.5,332.4,69,000054,1,NA,main,6,6,278,1.3,2005-10-07,NULL,alive
47,1,bci,Chrysobalanaceae,Licania platypus,Licania,platypus,NULL,572,licapl,1241,4915,8.3,11.2,988.3,311.2,72,000057,1,NA,main,6,6,784,6.2,2005-10-17,"B,cylN",alive
48,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1241,4915,13.8,7.5,993.8,307.5,75,000060,1,NA,main,6,6,375,3.3,2005-10-14,"B,cylY",alive
8406,1,bci,Fabaceae-papilionoideae,Swartzia simplex,Swartzia,simplex,var.ochnacea,980,swars2,1249,4923,0.5,7.4,980.5,467.4,10783,012774,1,NA,main,6,6,42,1.3,2005-10-11,NULL,alive
8407,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1249,4923,0.3,8,980.3,468,10784,012775,1,NA,main,6,6,43,1.3,2005-10-11,NULL,alive
8550,1,bci,Euphorbiaceae,Sapium glandulosum,Sapium,glandulosum,NULL,921,sapiau,1250,4924,0.6,4.9,980.6,484.9,10986,014886,1,NA,main,6,6,192,1.3,2005-10-11,NULL,alive
8551,1,bci,Burseraceae,Trattinnickia aspera,Trattinnickia,aspera,NULL,1022,tratas,1250,4924,1.9,2.5,981.9,482.5,10987,014900,1,NA,main,6,6,468,1.3,2005-10-11,NULL,alive
11681,1,bci,Bignoniaceae,Jacaranda copaia,Jacaranda,copaia,NULL,540,jac1co,1250,4924,4.1,13.2,984.1,493.2,15681,019761,1,NA,main,6,6,150,1.3,2005-10-11,NULL,alive
11682,1,bci,Sapotaceae,Chrysophyllum argenteum,Chrysophyllum,argenteum,NULL,1118,chr2ar,1250,4924,4.1,12.2,984.1,492.2,15682,019762,1,NA,main,6,6,52,1.3,2005-10-11,NULL,alive
11683,1,bci,Fabaceae-papilionoideae,Pterocarpus rohrii,Pterocarpus,rohrii,NULL,869,pterro,1250,4924,4.5,18,984.5,498,15683,019763,2,NA,main,6,6,NA,NA,2005-10-11,"D,T",dead
11684,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1250,4924,2.2,15.2,982.2,495.2,15684,019764,1,NA,main,6,6,23,1.3,2005-10-11,NULL,alive
11685,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1250,4924,5.2,15.5,985.2,495.5,15686,019766,7,NULL,main,6,6,NA,NA,2005-10-11,"D,C",dead
11686,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1250,4924,6,14.2,986,494.2,15687,019767,1,NA,main,6,6,32,1.3,2005-10-11,L,alive
11687,1,bci,Salicaceae,Laetia thamnia,Laetia,thamnia,NULL,553,laetth,1250,4924,6.5,14.5,986.5,494.5,15688,019768,1,NA,main,6,6,44,1.3,2005-10-11,L,alive
11688,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1250,4924,12.3,16.4,992.3,496.4,15689,019769,1,NA,main,6,6,21,1.3,2005-10-11,L,alive
11689,1,bci,Chrysobalanaceae,Hirtella triandra,Hirtella,triandra,NULL,487,hirttr,1250,4924,14.8,19.5,994.8,499.5,15691,019771,1,NA,main,6,6,38,1.3,2005-10-11,NULL,alive
11690,1,bci,Meliaceae,Guarea guidonia,Guarea,guidonia,NULL,435,guargu,1250,4924,19.3,19.6,999.3,499.6,15694,019774,2,NA,main,6,6,NA,NA,2005-10-11,"D,C",dead
11691,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1250,4924,17,15.7,997,495.7,15695,019775,10,NULL,main,6,6,17,1.3,2005-10-11,M,alive
11692,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1250,4924,17,15.7,997,495.7,15695,019775,11,NULL,secondary,6,6,13,1.3,2005-10-11,NULL,alive
11693,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1250,4924,19.2,5.3,999.2,485.3,15696,019776,1,NA,main,6,6,18,1.3,2005-10-11,NULL,alive
11694,1,bci,Malvaceae,Herrania purpurea,Herrania,purpurea,NULL,478,herrpu,1250,4924,19.7,5.9,999.7,485.9,15697,019777,4,NULL,main,6,6,20,1.3,2005-10-11,NULL,alive
11695,1,bci,Rubiaceae,Pentagonia macrophylla,Pentagonia,macrophylla,NULL,750,pentma,1250,4924,4.2,14.5,984.2,494.5,15698,019778,11,NULL,main,6,6,33,1.3,2005-10-11,M,alive
11696,1,bci,Rubiaceae,Pentagonia macrophylla,Pentagonia,macrophylla,NULL,750,pentma,1250,4924,4.2,14.5,984.2,494.5,15698,019778,12,NULL,secondary,6,6,20,1.3,2005-10-11,NULL,alive
11697,1,bci,Rubiaceae,Pentagonia macrophylla,Pentagonia,macrophylla,NULL,750,pentma,1250,4924,4.2,14.5,984.2,494.5,15698,019778,13,NULL,secondary,6,6,17,1.3,2005-10-11,NULL,alive
11698,1,bci,Rubiaceae,Pentagonia macrophylla,Pentagonia,macrophylla,NULL,750,pentma,1250,4924,4.2,14.5,984.2,494.5,15698,019778,14,NULL,secondary,6,6,17,1.3,2005-10-11,NULL,alive
11699,1,bci,Rubiaceae,Pentagonia macrophylla,Pentagonia,macrophylla,NULL,750,pentma,1250,4924,4.2,14.5,984.2,494.5,15698,019778,15,NULL,secondary,6,6,14,1.3,2005-10-11,NULL,alive
11700,1,bci,Rubiaceae,Pentagonia macrophylla,Pentagonia,macrophylla,NULL,750,pentma,1250,4924,4.2,14.5,984.2,494.5,15698,019778,16,NULL,secondary,6,6,14,1.3,2005-10-11,NULL,alive
11701,1,bci,Rubiaceae,Pentagonia macrophylla,Pentagonia,macrophylla,NULL,750,pentma,1250,4924,4.2,14.5,984.2,494.5,15698,019778,17,NULL,secondary,6,6,14,1.3,2005-10-11,NULL,alive
11702,1,bci,Rubiaceae,Pentagonia macrophylla,Pentagonia,macrophylla,NULL,750,pentma,1250,4924,4.2,14.5,984.2,494.5,15698,019778,18,NULL,secondary,6,6,13,1.3,2005-10-11,NULL,alive
11703,1,bci,Boraginaceae,Cordia lasiocalyx,Cordia,lasiocalyx,NULL,269,cordla,1249,4923,2.9,0.1,982.9,460.1,15700,019780,4,NULL,main,6,6,21,1.3,2005-10-11,M,alive
11704,1,bci,Boraginaceae,Cordia lasiocalyx,Cordia,lasiocalyx,NULL,269,cordla,1249,4923,2.9,0.1,982.9,460.1,15700,019780,5,NULL,secondary,6,6,11,1.3,2005-10-11,NULL,alive
11705,1,bci,Putranjivaceae,Drypetes standleyi,Drypetes,standleyi,NULL,326,drypst,1249,4923,3.6,0.4,983.6,460.4,15701,019781,4,NULL,main,6,6,48,1.3,2005-10-11,NULL,alive
11706,1,bci,Erythroxylaceae,Erythroxylum macrophyllum,Erythroxylum,macrophyllum,NULL,1124,ery2ma,1249,4923,1,4.2,981,464.2,15702,019782,1,NA,main,6,6,35,1.3,2005-10-11,NULL,alive
11707,1,bci,Chrysobalanaceae,Licania platypus,Licania,platypus,NULL,572,licapl,1249,4923,19,10.8,999,470.8,15703,019783,2,NA,main,6,6,NA,NA,2005-10-11,OR,alive
11708,1,bci,Picramniaceae,Picramnia latifolia,Picramnia,latifolia,NULL,762,picrla,1248,4922,1.5,8.2,981.5,448.2,15705,019785,4,NULL,main,6,6,19,1.3,2005-10-11,M,alive
11709,1,bci,Picramniaceae,Picramnia latifolia,Picramnia,latifolia,NULL,762,picrla,1248,4922,1.5,8.2,981.5,448.2,15705,019785,5,NULL,secondary,6,6,13,1.3,2005-10-11,NULL,alive
11710,1,bci,Fabaceae-papilionoideae,Swartzia simplex,Swartzia,simplex,var.ochnacea,980,swars2,1248,4922,14.7,10.1,994.7,450.1,15706,019786,1,NA,main,6,6,38,1.3,2005-10-11,NULL,alive
11711,1,bci,Salicaceae,Casearia aculeata,Casearia,aculeata,NULL,158,caseac,1247,4921,12.4,17.3,992.4,437.3,15707,019787,2,NA,main,6,6,NA,NA,2005-10-10,OR,alive
11712,1,bci,Melastomataceae,Mouriri myrtilloides,Mouriri,myrtilloides,NULL,671,mourmy,1246,4920,5.2,1.6,985.2,401.6,15708,019788,1,NA,main,6,6,16,1.3,2005-10-11,NULL,alive
11713,1,bci,Burseraceae,Protium tenuifolium,Protium,tenuifolium,NULL,828,protte,1246,4920,11.3,14.2,991.3,414.2,15709,019789,2,NA,main,6,6,NA,NA,2005-10-11,OR,alive
11714,1,bci,Burseraceae,Tetragastris panamensis,Tetragastris,panamensis,NULL,1007,tet2pa,1246,4920,15.2,18.1,995.2,418.1,15710,019790,1,NA,main,6,6,21,1.3,2005-10-11,NULL,alive
11715,1,bci,Rubiaceae,Faramea occidentalis,Faramea,occidentalis,NULL,379,faraoc,1246,4920,17.8,15.8,997.8,415.8,15711,019791,1,NA,main,6,6,23,1.3,2005-10-11,NULL,alive
13633,1,bci,Rubiaceae,Posoqueria latifolia,Posoqueria,latifolia,NULL,799,posola,1242,4916,2,0.3,982,320.3,18460,022900,1,NA,main,6,6,35,1.3,2005-10-07,NULL,alive
13634,1,bci,Ochnaceae,Ouratea lucens,Ouratea,lucens,NULL,729,ouralu,1242,4916,2.5,19.9,982.5,339.9,18461,022901,2,NA,main,6,6,12,1.3,2005-10-07,R,alive
13635,1,bci,Chrysobalanaceae,Hirtella triandra,Hirtella,triandra,NULL,487,hirttr,1245,4919,7.5,14.3,987.5,394.3,18462,022902,1,NA,main,6,6,34,1.3,2005-10-11,NULL,alive
77563,1,bci,Rubiaceae,Faramea occidentalis,Faramea,occidentalis,NULL,379,faraoc,1244,4918,8.6,13.7,988.6,373.7,109115,124830,2,NA,main,6,6,15,1.3,2005-10-10,NULL,alive
77564,1,bci,Meliaceae,Guarea guidonia,Guarea,guidonia,NULL,435,guargu,1244,4918,14.1,10.1,994.1,370.1,109116,124832,2,NA,main,6,6,NA,NA,2005-10-10,OR,alive
77570,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1241,4915,2.7,1.7,982.7,301.7,109124,124872,4,NULL,main,6,6,14,1.3,2005-10-07,NULL,alive
77571,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1241,4915,14.4,4.1,994.4,304.1,109125,124873,2,NA,main,6,6,16,1.3,2005-10-07,NULL,alive
77572,1,bci,Rubiaceae,Faramea occidentalis,Faramea,occidentalis,NULL,379,faraoc,1241,4915,11.9,10.1,991.9,310.1,109126,124874,1,NA,main,6,6,47,1.3,2005-10-07,NULL,alive
77573,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1241,4915,9.92,12.18,989.92,312.18,109127,124875,10,NULL,main,6,6,20,1.3,2005-10-07,M,alive
77574,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1241,4915,9.92,12.18,989.92,312.18,109127,124875,11,NULL,secondary,6,6,18,1.3,2005-10-07,NULL,alive
77575,1,bci,Sapotaceae,Pouteria reticulata,Pouteria,reticulata,NULL,1155,poutre,1241,4915,19.1,8,999.1,308,109129,124877,1,NA,main,6,6,15,1.3,2005-10-07,NULL,alive
77576,1,bci,Burseraceae,Protium tenuifolium,Protium,tenuifolium,NULL,828,protte,1243,4917,3,5.6,983,345.6,109130,124878,1,NA,main,6,6,59,1.3,2005-10-07,NULL,alive
77577,1,bci,Combretaceae,Terminalia oblonga,Terminalia,oblonga,NULL,1167,termob,1243,4917,12.6,7.9,992.6,347.9,109132,124880,5,NULL,main,6,6,63,1.3,2005-10-07,NULL,alive
77578,1,bci,Clusiaceae,Garcinia intermedia,Garcinia,intermedia,NULL,1125,gar2in,1243,4917,16.4,16.5,996.4,356.5,109133,124882,1,NA,main,6,6,25,1.3,2005-10-07,NULL,alive
77579,1,bci,Rubiaceae,Faramea occidentalis,Faramea,occidentalis,NULL,379,faraoc,1244,4918,9,11.9,989,371.9,109134,124884,1,NA,main,6,6,32,1.3,2005-10-10,NULL,alive
77580,1,bci,Myrtaceae,Eugenia galalonensis,Eugenia,galalonensis,NULL,360,eugega,1244,4918,7.9,12.4,987.9,372.4,109135,124886,2,NA,main,6,6,NA,NA,2005-10-10,OR,alive
79595,1,bci,Fabaceae-papilionoideae,Swartzia simplex,Swartzia,simplex,var.ochnacea,980,swars2,1241,4915,0.9,0.2,980.9,300.2,111717,127645,1,NA,main,6,6,28,1.3,2005-10-07,NULL,alive
79596,1,bci,Rubiaceae,Faramea occidentalis,Faramea,occidentalis,NULL,379,faraoc,1241,4915,1.1,0.3,981.1,300.3,111718,127646,1,NA,main,6,6,57,1.3,2005-10-07,NULL,alive
79597,1,bci,Capparaceae,Capparis frondosa,Capparis,frondosa,NULL,149,cappfr,1241,4915,2.8,1.5,982.8,301.5,111719,127647,6,NULL,main,6,6,NA,NA,2005-10-07,OR,alive
79598,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1241,4915,4.3,0.2,984.3,300.2,111721,127649,18,NULL,main,6,6,15,1.3,2005-10-07,M,alive
79599,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1241,4915,4.3,0.2,984.3,300.2,111721,127649,19,NULL,secondary,6,6,14,1.3,2005-10-07,NULL,alive
79600,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1241,4915,4.3,0.2,984.3,300.2,111721,127649,20,NULL,secondary,6,6,12,1.3,2005-10-07,NULL,alive
79601,1,bci,Clusiaceae,Garcinia intermedia,Garcinia,intermedia,NULL,1125,gar2in,1241,4915,4.9,0.7,984.9,300.7,111723,127651,1,NA,main,6,6,21,1.3,2005-10-07,NULL,alive
79602,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1241,4915,5,2.5,985,302.5,111725,127653,2,NA,main,6,6,NA,NA,2005-10-07,"D,C",dead
79603,1,bci,Melastomataceae,Mouriri myrtilloides,Mouriri,myrtilloides,NULL,671,mourmy,1241,4915,3.5,3.2,983.5,303.2,111726,127654,1,NA,main,6,6,19,1.3,2005-10-07,NULL,alive
79604,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1241,4915,4.1,4.6,984.1,304.6,111728,127656,1,NA,main,6,6,26,1.3,2005-10-07,NULL,alive
79605,1,bci,Rubiaceae,Faramea occidentalis,Faramea,occidentalis,NULL,379,faraoc,1241,4915,2.1,3.6,982.1,303.6,111730,127658,1,NA,main,6,6,25,1.3,2005-10-07,NULL,alive
79606,1,bci,Chrysobalanaceae,Hirtella triandra,Hirtella,triandra,NULL,487,hirttr,1241,4915,2.5,4.9,982.5,304.9,111731,127659,1,NA,main,6,6,105,1.3,2005-10-07,NULL,alive
79609,1,bci,Burseraceae,Protium tenuifolium,Protium,tenuifolium,NULL,828,protte,1241,4915,0.1,5.9,980.1,305.9,111735,127663,1,NA,main,6,6,25,1.3,2005-10-07,NULL,alive
79610,1,bci,Sapindaceae,Talisia croatii,Talisia,croatii,NULL,1445,talipr,1241,4915,0.7,6.1,980.7,306.1,111736,127664,1,NA,main,6,6,14,1.3,2005-10-07,NULL,alive
79611,1,bci,Meliaceae,Guarea guidonia,Guarea,guidonia,NULL,435,guargu,1241,4915,1,6,981,306,111737,127665,1,NA,main,6,6,119,1.3,2005-10-07,NULL,alive
79612,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1241,4915,1.3,5.5,981.3,305.5,111738,127666,1,NA,main,6,6,18,1.3,2005-10-07,NULL,alive
79613,1,bci,Melastomataceae,Mouriri myrtilloides,Mouriri,myrtilloides,NULL,671,mourmy,1241,4915,1.4,6,981.4,306,111739,127667,1,NA,main,6,6,NA,NA,2005-10-07,"D,N",dead
79614,1,bci,Meliaceae,Guarea guidonia,Guarea,guidonia,NULL,435,guargu,1241,4915,3.8,5,983.8,305,111742,127670,1,NA,main,6,6,165,1.3,2005-10-07,NULL,alive
79615,1,bci,Burseraceae,Protium tenuifolium,Protium,tenuifolium,NULL,828,protte,1241,4915,5.3,6.3,985.3,306.3,111744,127672,1,NA,main,6,6,44,1.3,2005-10-07,NULL,alive
79616,1,bci,Fabaceae-papilionoideae,Swartzia simplex,Swartzia,simplex,var.ochnacea,980,swars2,1241,4915,3.5,6.4,983.5,306.4,111746,127674,1,NA,main,6,6,29,1.3,2005-10-07,NULL,alive
79617,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1241,4915,4.3,7.8,984.3,307.8,111747,127675,1,NA,main,6,6,28,1.3,2005-10-07,NULL,alive
79618,1,bci,Meliaceae,Guarea guidonia,Guarea,guidonia,NULL,435,guargu,1241,4915,4.9,9.3,984.9,309.3,111748,127676,1,NA,main,6,6,83,1.3,2005-10-07,NULL,alive
79619,1,bci,Rubiaceae,Faramea occidentalis,Faramea,occidentalis,NULL,379,faraoc,1241,4915,2.6,9.9,982.6,309.9,111749,127677,11,NULL,main,6,6,83,1.3,2005-10-07,M,alive
79620,1,bci,Rubiaceae,Faramea occidentalis,Faramea,occidentalis,NULL,379,faraoc,1241,4915,2.6,9.9,982.6,309.9,111749,127677,12,NULL,secondary,6,6,76,1.3,2005-10-07,NULL,alive
79621,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1241,4915,1.4,8.1,981.4,308.1,111750,127678,1,NA,main,6,6,19,1.3,2005-10-07,NULL,alive
79622,1,bci,Annonaceae,Desmopsis panamensis,Desmopsis,panamensis,NULL,316,des2pa,1241,4915,1.1,7.5,981.1,307.5,111751,127679,4,NULL,main,6,6,29,1.3,2005-10-07,L,alive
79624,1,bci,Fabaceae-papilionoideae,Swartzia simplex,Swartzia,simplex,var.ochnacea,980,swars2,1241,4915,0.5,11.3,980.5,311.3,111753,127681,1,NA,main,6,6,38,1.3,2005-10-07,NULL,alive
